Locality,Postal code,Type,Build,Price,Number_rooms,Fully_equipped_kitchen,Furnished,Open_fire,Terrace,Ter_Area,Garden,Area_garden,Livable_surface_area,Surface_area_land,Numb_facades,Swimming_pool,State
Lasne,1380,Bien exceptionnel,1,1095000€,5,0,0,0,1,40,1,1560,400,1600,4,0,Bon
Het,8300,Villa,1,2995000€,5,0,0,0,1,22,1,270,197,730,3,0,Bon
KNOKKE-ZOUTE,8300,Villa,1,5200000€,8,1,0,0,1,25,1,1693,550,1693,4,0,Fraîchement rénové
Berchem,2600,Maison,1,345000€,4,1,0,0,0,,1,22,170,95,2,0,Bon
Deerlijk,8540,Maison,1,349000€,4,1,0,0,1,25,1,135,180,270,2,0,Excellent état
Anvers,2060,Immeuble mixte,1,650000€,3,1,0,0,0,,0,,482,270,2,0,À rafraîchir
Molenbeek-Saint-Jean,1080,Appartement,1,160000€,1,0,0,0,0,,0,,75,,2,0,
Liege,4000,Appartement,1,169000€,1,0,0,0,1,8,0,,65,,3,0,Excellent état
Gand,9000,Maison,1,568000€,3,0,0,0,0,,0,,145,6579,2,0,
Romsée,4624,Maison,1,Mise à prix : 175000€,2,0,0,0,0,,1,715,,1415,4,0,À rafraîchir
Bruxelles,1000,Studio,1,294500€,,1,0,0,1,10,1,20,51,,,0,Excellent état
Namur,5000,Appartement,1,550000€,2,1,0,0,1,39,0,,120,,4,0,Excellent état
Watermael-Boitsfort,1170,Appartement,1,600000€,2,1,0,0,1,15,0,,117,,,0,Excellent état
Micheroux,4630,Maison,1,195000€,2,0,0,0,0,,0,,122,120,3,0,Bon
Leglise,6860,Maison,1,226000€,3,0,0,0,1,26,1,101,121,1518,3,0,
Ciney,5590,Maison de maître,1,230000€,7,0,0,0,0,,1,1000,310,1000,3,0,Bon
Leglise,6860,Maison,1,232000€,3,0,0,0,1,26,1,99,121,1518,3,0,
Knokke,8300,Duplex,1,499000€,3,0,0,0,0,,0,,126,,2,0,Excellent état
Anderlecht,1070,Penthouse,1,339750€,2,0,0,0,1,13,0,,121,,3,0,Excellent état
Assebroek,8310,Maison,1,340000€,3,0,0,0,0,,0,,164,234,2,0,Bon
Wezembeek-Oppem,1970,Maison,1,365000€,3,0,0,0,0,,0,,133,441,2,0,Bon
HÉVILLERS,1435,Immeuble à appartements,1,375000€,3,0,0,0,1,74,0,,180,575,2,0,Bon
Kraainem,1950,Maison,1,399000€,2,1,0,0,0,,0,,115,225,3,0,Bon
Merelbeke,9820,BERGBOS HAVANA,1,464625€,,0,0,0,0,,0,,,,,0,
APPELS,9200,Appartement,1,135000€,2,1,0,0,0,,0,,74,,2,0,À rafraîchir
Ottignies-Louvainla-Neuve,1340,Rez-de-chaussée,1,380000€,2,1,0,0,1,22,1,160,99,,,0,Excellent état
Bruxelles,1000,Duplex,1,320000€,,0,0,0,1,36,0,,140,,2,0,À restaurer
Ruiselede,8755,Maison,1,365000€,3,0,0,0,1,25,1,200,140,550,3,0,Excellent état
Knokke-Heist,8300,Maison,1,565000€,3,1,0,0,0,,1,378,150,462,4,0,À rénover
Knokke-Heist,8300,Villa,1,1325000€,4,0,0,0,0,,1,376,206,376,3,0,À rafraîchir
Overijse,3090,Villa,1,1800000€,15,1,0,1,0,,0,,730,4500,4,0,Bon
Amay,4540,Appartement,1,175000€,2,0,0,0,0,,0,,110,,4,0,Excellent état
Hamoir,4180,Immeuble mixte,1,210000€,6,1,0,0,0,,0,,484,184,3,0,À rafraîchir
Vilvorde,1800,Maison,1,295000€,3,0,0,0,1,16,0,,186,90,2,0,Bon
Knokke-Heist,8300,Villa,1,2950000€,5,1,0,0,0,,0,,426,544,4,0,Excellent état
Anderlecht,1070,Appartement,1,Mise à prix : 1€,2,0,0,0,1,16,0,,,,,0,À rafraîchir
Blankenberge,8370,Appartement,1,59000€,2,0,0,0,0,,0,,35,,,0,Bon
Verviers,4800,Appartement,1,Mise à prix : 70000€,2,0,0,0,0,,0,,99,,,0,Bon
Gilly,6060,Appartement,1,75000€,2,1,0,0,1,8,0,,70,,,0,Bon
La,8660,Appartement,1,84000€,,0,1,0,1,4,0,,32,,2,0,Bon
Blankenberge,8370,Appartement,1,95000€,2,1,0,0,0,,0,,50,,,0,Bon
Mouscron,7700,Appartement,1,Mise à prix : 110000€,2,0,0,0,0,,0,,,,,0,Excellent état
Embourg,4053,Appartement,1,Mise à prix : 112000€,1,0,0,0,1,6,0,,62,,,0,Bon
Dour,7370,Appartement,1,120000€,2,1,0,0,0,,0,,90,,2,0,Bon
Blankenberge,8370,Appartement,1,120000€,2,0,0,0,0,,0,,45,,,0,Bon
Ostende,8400,Appartement,1,129000€,1,0,0,0,0,,0,,61,,,0,Excellent état
De,8420,Appartement,1,129000€,2,0,0,0,0,,0,,70,,,0,Bon
Ledegem,8880,Duplex,1,129000€,3,0,0,0,0,,0,,108,,,0,Bon
Blankenberge,8370,Studio,1,135000€,,0,0,0,0,,0,,45,,2,0,Bon
Ostende,8400,Appartement,1,139000€,1,0,0,0,0,,0,,40,,,0,Bon
Anderlecht,1070,Studio,1,140000€,,0,0,0,1,5,0,,49,,,0,Bon
Westende,8434,Appartement,1,145000€,1,0,1,0,0,,0,,56,,,0,Fraîchement rénové
Oostduinkerke,8670,Appartement,1,145000€,1,1,0,0,1,5,0,,40,,,0,Excellent état
Westende,8434,Duplex,1,149000€,3,0,0,0,0,,0,,100,,,0,Bon
Namur,5000,Appartement,1,150000€,3,0,0,0,0,,0,,85,,,0,Bon
Blankenberge,8370,Appartement,1,159000€,2,0,0,0,0,,0,,172,,,0,Bon
Ostende,8400,Appartement,1,159000€,2,1,0,0,0,,0,,90,,,0,À rafraîchir
Koksijde,8670,Appartement,1,159000€,2,0,0,0,0,,0,,50,,2,0,À rafraîchir
Anvers,2100,Appartement,1,160000€,3,0,0,0,0,,0,,110,,,0,Bon
GEER,4250,Appartement,1,160000€,2,0,0,0,0,,0,,103,,2,0,Bon
Ganshoren,1083,Appartement,1,165000€,1,1,0,0,0,,0,,51,,1,0,Bon
Anvers,2020,Appartement,1,165000€,1,0,0,0,1,3,0,,70,,2,0,Excellent état
La,8660,Appartement,1,165000€,1,1,0,0,1,4,0,,56,,,0,Bon
De,8420,Appartement,1,167500€,2,1,0,0,0,,0,,71,,,0,Bon
Koksijde,8670,Appartement,1,167500€,2,0,0,0,1,37,0,,55,,,0,Bon
Ostende,8400,Appartement,1,169000€,2,0,0,0,0,,0,,64,,,0,Excellent état
Marche-en-Famenne,6900,Appartement,1,170000€,2,0,0,0,1,6,0,,82,,,0,Bon
Koekelberg,1081,Appartement,1,175000€,2,1,0,0,0,,0,,88,,,0,À rénover
Marche-en-Famenne,6900,Appartement,1,175000€,3,1,0,0,1,3,0,,115,,,0,Bon
Courtrai,8500,Appartement,1,175000€,2,1,0,0,0,,0,,97,,,0,Excellent état
Tielt,8700,Appartement,1,175000€,1,1,0,0,0,,0,,59,,,0,Bon
Sint-Niklaas,9100,Appartement,1,178000€,2,0,0,0,0,,0,,78,,,0,À rafraîchir
Louvain,3000,Kot,1,179000€,1,0,0,0,0,,0,,25,,,0,Bon
LIEGE,4000,Appartement,1,179000€,2,0,0,0,0,,0,,99,,2,0,
Blankenberge,8370,Appartement,1,179000€,1,1,0,0,0,,0,,51,,,0,Excellent état
Zwijndrecht,2070,Appartement,1,180000€,2,1,0,0,0,,0,,104,,2,0,À rafraîchir
Mons,7000,Appartement,1,180000€,3,1,0,0,0,,0,,140,,,0,Bon
Blankenberge,8370,Appartement,1,180000€,2,0,1,0,0,,0,,57,,2,0,
Poperinge,8970,Appartement,1,180000€,2,0,0,0,1,33,0,,90,,,0,Bon
Blankenberge,8370,Appartement,1,183500€,1,1,0,0,0,,0,,57,,,0,Bon
Bruxelles,1000,Studio,1,185000€,,1,1,0,0,,0,,40,,,0,Excellent état
Anderlecht,1070,Appartement,1,185000€,2,0,0,0,0,,0,,75,,,0,Bon
Koksijde,8670,Appartement,1,185000€,2,0,0,0,0,,0,,70,,,0,Bon
Ekeren,2180,Appartement,1,189000€,2,0,0,0,0,,0,,94,,,0,Bon
STRÉE-LEZ-HUY,4577,Appartement,1,189000€,2,0,0,0,1,3,0,,90,,3,0,
Oupeye,4680,Appartement,1,189000€,3,0,0,0,0,,1,100,105,,2,0,
Oupeye,4680,Appartement,1,189000€,3,0,0,0,0,,1,100,105,,,0,
Ostende,8400,Appartement,1,189000€,2,1,0,0,0,,0,,75,,,0,Excellent état
Bruxelles,1083,Appartement,1,190000€,2,0,0,0,0,,0,,82,,,0,Bon
Jette,1090,Appartement,1,195000€,2,0,0,0,0,,0,,93,,,0,
De,8420,Appartement,1,195000€,2,0,0,0,0,,0,,77,,,0,Bon
Zeebrugge,8380,Studio,1,199000€,,0,0,0,0,,0,,43,,,0,Bon
Ostende,8400,Appartement,1,199000€,2,0,0,0,0,,0,,80,,,0,Bon
Koksijde,8670,Appartement,1,199000€,2,1,0,0,1,3,0,,77,,,0,Excellent état
Oostrozebeke,8780,Appartement,1,199500€,2,1,0,0,1,9,0,,78,,,0,Excellent état
Blankenberge,8370,Appartement,1,199950€,1,0,1,0,1,3,0,,50,,2,0,
Ganshoren,1083,Rez-de-chaussée,1,200000€,1,1,0,0,1,10,0,,70,,2,0,Excellent état
Blankenberge,8370,Appartement,1,205000€,3,1,0,0,0,,0,,83,,,0,Bon
Malle,2390,Penthouse,1,210000€,1,1,0,0,0,,0,,62,,,0,Excellent état
Hoboken,2660,Appartement,1,213500€,2,0,0,0,1,9,0,,85,,2,0,Excellent état
Bruges,8000,Appartement,1,214500€,3,0,0,0,1,4,0,,104,,,0,Bon
Forest,1190,Appartement,1,218400€,1,1,0,0,1,41,0,,71,,4,0,
Ostende,8400,Duplex,1,219500€,2,0,0,0,0,,0,,86,,,0,Excellent état
Ostende,8400,Rez-de-chaussée,1,220000€,2,0,0,0,0,,0,,75,,2,0,Fraîchement rénové
Westende,8434,Appartement,1,220000€,3,0,0,0,0,,0,,96,,4,0,Fraîchement rénové
Westende,8434,Appartement,1,220000€,3,0,0,0,0,,0,,96,,4,0,Fraîchement rénové
Blankenberge,8370,Duplex,1,225000€,2,1,0,0,0,,0,,98,,,0,Bon
Blankenberge,8370,Appartement,1,225000€,3,0,0,0,0,,0,,125,,,0,Bon
Ostende,8400,Appartement,1,225000€,2,0,0,0,0,,0,,93,,2,0,Excellent état
Leffinge,8432,Duplex,1,225000€,2,1,0,0,0,,0,,99,,,0,Excellent état
Blankenberge,8370,Appartement,1,229000€,2,0,0,0,1,4,0,,87,,,0,Bon
Jette,1090,Appartement,1,230000€,3,0,0,0,0,,0,,105,,,0,
Vilvorde,1800,Appartement,1,230000€,3,1,0,0,1,7,0,,96,,2,1,
Emines,5080,Rez-de-chaussée,1,230000€,3,0,0,0,0,,0,,118,,,0,Bon
Wingene,8750,Duplex,1,230000€,3,1,0,0,1,20,0,,130,,,0,Excellent état
Zeebrugge,8380,Appartement,1,235000€,2,0,0,0,0,,0,,80,,2,0,Bon
Ostende,8400,Appartement,1,235000€,2,1,0,0,0,,0,,80,,,0,Bon
Zottegem,9620,Appartement,1,235000€,2,1,0,0,1,4,0,,65,,,0,Excellent état
Blankenberge,8370,Appartement,1,239000€,2,1,0,0,0,,0,,85,,,0,Bon
Lebbeke,9280,Duplex,1,239000€,3,0,0,0,1,40,0,,118,,2,0,Bon
Blankenberge,8370,Appartement,1,240000€,2,1,0,0,1,11,0,,89,,,0,Excellent état
Ekeren,2180,Appartement,1,245000€,1,1,0,0,1,24,1,80,70,,2,0,Excellent état
Blankenberge,8370,Appartement,1,245000€,2,1,0,0,0,,0,,84,,,0,Excellent état
Blankenberge,8370,Appartement,1,245000€,2,1,0,0,1,4,0,,75,,,0,Bon
Zeebrugge,8380,Appartement,1,245000€,1,1,0,0,0,,0,,80,,,0,Bon
Blankenberge,8370,Duplex,1,249000€,2,0,0,0,0,,0,,110,,,0,Bon
Ledeberg,9050,Appartement,1,249000€,3,1,0,0,0,,0,,120,,,0,Bon
Turnhout,2300,Duplex,1,250000€,3,1,0,0,1,30,0,,224,,,0,Bon
Blankenberge,8370,Appartement,1,255000€,2,0,0,0,0,,0,,70,,,0,Bon
Gand,9000,Penthouse,1,255000€,1,1,0,0,0,,0,,56,,,0,Excellent état
Woluwe-Saint-Lambert,1200,Appartement,1,260000€,1,0,1,0,1,6,0,,62,,,0,Excellent état
Saint-Gilles,1060,Appartement,1,265000€,2,1,0,0,0,,0,,80,,,0,
Blankenberge,8370,Appartement,1,265000€,5,0,0,0,1,2,0,,122,,,0,Bon
Ypres,8900,Appartement,1,265000€,2,0,0,0,1,5,0,,89,,2,0,
Willebroek,2830,Penthouse,1,269000€,3,0,0,0,1,22,0,,130,,,0,Excellent état
Blankenberge,8370,Appartement,1,269000€,2,1,0,0,1,6,0,,84,,,0,Excellent état
Anvers,2060,Rez-de-chaussée,1,275000€,4,1,0,0,0,,1,60,130,,2,0,Excellent état
Middelkerke,8430,Duplex,1,275000€,2,1,0,0,0,,0,,94,,,0,Excellent état
Alost,9300,Appartement,1,275000€,2,0,0,0,0,,0,,109,,2,0,Bon
Ostende,8400,Penthouse,1,279000€,2,0,0,0,1,60,0,,81,,2,0,Bon
Edegem,2650,Appartement,1,285000€,3,1,0,0,0,,0,,106,,,0,Excellent état
Blankenberge,8370,Appartement,1,285000€,2,0,0,0,0,,0,,69,,,0,Bon
Bruxelles,1050,Studio,1,288500€,,0,0,0,1,12,0,,43,,2,0,Excellent état
Bruxelles,1000,Appartement,1,289000€,1,1,0,0,0,,0,,67,,,0,Excellent état
Termonde,9200,Duplex,1,289500€,3,1,0,0,0,,0,,108,,,0,Excellent état
Knokke-Heist,8300,Studio,1,295000€,,0,0,0,0,,0,,32,,,0,Fraîchement rénové
La,1310,Appartement de service,1,299000€,1,0,0,0,1,3,0,,60,,,0,Excellent état
Koksijde,8670,Appartement,1,310000€,2,0,0,0,0,,0,,73,,,0,
Bruxelles,1000,Appartement,1,320000€,3,1,0,0,1,14,0,,126,,3,0,Bon
Bruxelles,1000,Appartement,1,320000€,3,1,0,0,1,14,0,,126,,3,0,Bon
Melle,9090,Penthouse,1,320000€,4,0,0,0,0,,0,,172,,,0,Bon
HORION-HOZÉMONT,4460,Appartement,1,325000€,2,0,0,0,0,,0,,216,,,0,Excellent état
Westende,8434,Duplex,1,325000€,3,1,0,0,1,20,0,,120,,,0,Excellent état
Woluwe-St-Lambert,1200,Appartement,1,330000€,3,0,0,0,0,,0,,104,,2,0,Excellent état
La,8660,Appartement,1,330000€,2,0,1,0,0,,0,,83,,2,0,Bon
Blankenberge,8370,Appartement,1,335000€,6,0,0,0,0,,0,,235,,,0,Bon
Uccle,1180,Rez-de-chaussée,1,339000€,2,1,0,0,1,26,1,77,81,,2,0,Bon
Knokke,8300,Appartement,1,339000€,2,0,1,0,0,,0,,65,,2,0,Fraîchement rénové
Blankenberge,8370,Duplex,1,339000€,3,1,0,0,0,,0,,113,,,0,Excellent état
Blankenberge,8370,Penthouse,1,339000€,2,0,0,0,0,,0,,115,,,0,Bon
Anderlecht,1070,Appartement,1,349000€,2,0,0,0,0,,0,,104,,2,0,Excellent état
Koksijde,8670,Appartement,1,349000€,3,0,0,0,0,,0,,117,,2,0,Excellent état
Heusy,4802,Appartement,1,352000€,3,0,0,0,0,,0,,122,,3,0,Excellent état
Kessel-Lo,3010,Appartement,1,370000€,2,0,0,0,1,16,0,,115,,2,0,Bon
Knokke,8300,Appartement,1,372500€,2,0,0,0,0,,0,,65,,2,0,Bon
Huy,4500,Appartement,1,375000€,3,0,0,0,0,,0,,160,,3,0,Excellent état
Gand,9000,Appartement,1,379000€,2,0,0,0,1,15,0,,93,,4,0,Excellent état
Blankenberge,8370,Appartement,1,380000€,2,1,0,0,1,10,0,,110,,,0,Bon
Kessel-Lo,3010,Appartement,1,385000€,1,0,0,0,1,9,0,,116,,2,0,Bon
Blankenberge,8370,Appartement,1,385000€,2,0,0,0,0,,0,,80,,,0,Excellent état
Ostende,8400,Appartement,1,385000€,2,0,1,0,0,,0,,90,,2,0,Excellent état
Knokke,8300,Appartement,1,389000€,2,0,0,0,0,,0,,115,,2,0,Excellent état
Ganshoren,1083,Penthouse,1,395000€,2,1,0,0,1,25,0,,132,,,0,Excellent état
Ostende,8400,Appartement,1,399000€,2,0,0,0,0,,0,,87,,,0,Bon
Buizingen,1501,Appartement,1,415000€,3,1,0,0,1,26,0,,140,,2,0,Bon
Uccle,1180,Appartement,1,419000€,2,1,0,0,1,32,0,,102,,,0,Excellent état
Knokke-Heist,8300,Appartement,1,430000€,1,1,0,0,0,,0,,66,,,0,Excellent état
Nieuport,8620,Appartement,1,430000€,2,1,0,0,1,16,0,,70,,,0,Excellent état
Halle,1500,Appartement,1,449000€,3,0,0,0,1,14,0,,175,,2,0,Bon
Louvain,3000,Appartement,1,467000€,3,0,0,0,1,15,0,,144,,2,0,
Blankenberge,8370,Appartement,1,479900€,2,1,0,0,1,9,0,,106,,,0,Excellent état
Knokke-Heist,8300,Appartement,1,510000€,2,0,0,0,0,,0,,97,,,0,Excellent état
Koksijde,8670,Appartement,1,525000€,2,0,1,0,0,,0,,70,,2,0,Bon
MOLENBEEK-SAINT-JEAN,1080,Loft,1,535000€,3,1,0,0,1,108,0,,165,,2,0,Bon
Nieuwpoort,8620,Appartement,1,549000€,2,0,0,0,0,,0,,80,,2,0,Bon
MOLENBEEK-SAINT-JEAN,1080,Loft,1,555000€,3,1,0,0,1,80,0,,165,,2,0,Bon
Knokke,8300,Appartement,1,585000€,3,1,0,0,0,,0,,111,,,0,Excellent état
HORION-HOZÉMONT,4460,Appartement,1,595000€,2,0,0,0,0,,0,,357,,,0,Excellent état
Auderghem,1160,Appartement,1,600000€,3,1,0,0,1,15,0,,125,,2,0,Excellent état
Wenduine,8420,Appartement,1,615000€,3,1,0,0,0,,0,,148,,,0,Excellent état
Knokke-Heist,8300,Appartement,1,699000€,2,1,0,0,1,20,1,25,107,,3,0,Bon
Knokke,8300,Appartement,1,725000€,3,0,0,0,0,,0,,114,,2,0,Bon
Bruges,8000,Penthouse,1,745000€,2,0,0,0,0,,0,,183,,2,0,Excellent état
Malines,2800,Appartement,1,749000€,3,0,0,0,1,21,0,,186,,2,0,Excellent état
Liège,4000,Appartement,1,830000€,2,1,0,0,1,38,0,,280,,,0,Excellent état
Knokke-Heist,8300,Appartement,1,845000€,2,1,0,0,0,,0,,85,,,0,Excellent état
Koksijde,8670,Appartement,1,875000€,2,0,0,0,0,,0,,113,,,0,Excellent état
Knokke,8300,Appartement,1,925000€,3,0,0,0,1,30,0,,165,,2,0,Bon
Knokke-Heist,8300,Appartement,1,945000€,2,1,0,0,0,,0,,85,,2,0,Fraîchement rénové
Uccle,1180,Appartement,1,990000€,3,0,0,1,1,45,1,400,223,,2,0,Bon
Knokke-Heist,8300,Duplex,1,995000€,3,1,0,0,1,20,0,,110,,2,0,Excellent état
Uccle,1180,Appartement,1,1180000€,3,1,0,1,1,110,1,175,205,,4,0,Excellent état
Knokke,8300,Appartement,1,1295000€,3,0,0,0,0,,0,,93,,2,0,Excellent état
Knokke-Heist,8300,Rez-de-chaussée,1,1850000€,2,1,0,0,1,60,1,126,87,,2,0,Fraîchement rénové
Luingne,7700,Maison,1,Mise à prix : 100000€,2,0,0,0,0,,0,,189,230,2,0,À rénover
Rebecq,1430,Maison,1,Mise à prix : 300000€,8,0,0,0,0,,0,,608,1250,3,0,À rafraîchir
Steenokkerzeel,1820,Maison,1,329000€,2,1,0,0,0,,0,,108,255,3,0,Bon
Libramont-Chevigny,6800,Maison,1,487500€,3,1,0,0,1,50,1,1000,,1178,4,0,Bon
Seraing,4100,Immeuble mixte,1,550000€,30,1,0,0,1,130,0,,415,281,4,0,Fraîchement rénové
Nivelles,1400,Rez-de-chaussée,1,190000€,2,0,0,0,0,,0,,79,,,0,Fraîchement rénové
Imde,1861,Villa,1,545000€,5,0,0,0,0,,0,,219,841,4,0,Bon
Etterbeek,1040,Appartement,1,369000€,3,0,0,0,0,,0,,110,,2,0,Excellent état
Barchon,4671,Maison,1,265000€,3,1,0,0,0,,0,,178,300,2,0,Excellent état
Barchon,4671,Maison,1,270000€,3,1,0,0,0,,0,,182,368,3,0,Excellent état
Bornem,2880,Appartement,1,249000€,2,0,0,0,1,10,0,,95,,2,0,
Alost,9300,Maison,1,249000€,4,1,0,0,1,16,1,33,126,110,2,0,À rafraîchir
Tirlemont,3300,Maison,1,275000€,3,0,0,0,1,30,0,,120,212,2,0,Bon
Oostakker,9041,Maison,1,399000€,3,0,0,0,1,37,1,80,170,245,2,0,
Pepingen,1670,Maison,1,629000€,4,1,0,0,0,,0,,378,5601,4,0,Fraîchement rénové
Lille,2275,Maison,1,795000€,4,0,0,0,0,,0,,480,6287,4,0,Bon
Anderlecht,1070,Appartement,1,189000€,1,1,0,0,0,,0,,75,,2,0,Bon
Ostende,8400,Appartement,1,249000€,1,1,0,0,0,,0,,61,,,0,Excellent état
Wenduine,8420,Appartement,1,265000€,2,0,0,0,1,5,0,,85,,2,0,Bon
Bruxelles,1000,Penthouse,1,845000€,4,1,0,0,1,12,0,,220,,,0,Excellent état
Middelkerke,8430,Penthouse,1,1450000€,3,1,0,0,1,276,0,,248,,,0,Excellent état
Brasschaat,2930,Maison,1,495000€,4,0,0,1,1,55,1,824,205,1000,4,0,Fraîchement rénové
Brussel,1000,Studio,1,175000€,1,0,1,0,0,,0,,37,,1,0,Excellent état
Arlon,6700,Appartement,1,193000€,1,0,0,0,0,,0,,70,,,0,Excellent état
Arlon,6700,Appartement,1,226000€,1,0,0,0,0,,1,30,68,,,0,Excellent état
Arlon,6700,Appartement,1,228000€,1,0,0,0,0,,1,26,71,,,0,Excellent état
Arlon,6700,Appartement,1,245000€,2,0,0,0,0,,1,23,82,,,0,Excellent état
Molenbeek-St-Jean,1080,Appartement,1,249990€,3,1,0,0,0,,0,,110,,2,0,
Machelen,1831,Appartement,1,250314€,2,1,0,0,0,,0,,98,,2,0,
Bastogne,6600,Appartement,1,255000€,2,0,0,0,0,,0,,112,,,0,Excellent état
FLÉMALLE-HAUTE,4400,Penthouse,1,270000€,3,1,0,0,0,,0,,160,,4,0,
Looz,3840,Appartement,1,290260€,2,0,0,0,0,,0,,121,,2,0,Excellent état
Arlon,6700,Duplex,1,290500€,2,1,0,0,1,12,0,,134,,4,0,
Arlon,6700,Duplex,1,290500€,2,1,0,0,1,12,0,,134,,4,0,
Bruges,8000,Appartement,1,335000€,3,1,0,0,0,,0,,114,,,0,
Jabbeke,8490,Appartement,1,380000€,3,0,0,0,1,34,0,,129,,2,0,
Eke,9810,Appartement,1,438000€,3,1,0,0,1,25,0,,134,,,0,Excellent état
Ixelles,1050,Duplex,1,480000€,2,1,0,0,1,11,0,,109,,,0,Excellent état
Uccle,1180,Appartement,1,488000€,3,1,0,0,1,14,0,,141,,4,0,
Uccle,1180,Appartement,1,488000€,3,1,0,0,1,14,0,,141,,4,0,
Uccle,1180,Appartement,1,495000€,3,1,0,0,1,14,0,,141,,4,0,
Uccle,1180,Appartement,1,495000€,3,1,0,0,1,14,0,,141,,4,0,
Uccle,1180,Appartement,1,535000€,3,1,0,0,1,24,1,62,151,,4,0,
Uccle,1180,Appartement,1,535000€,3,1,0,0,1,24,1,62,151,,4,0,
Sterrebeek,1933,Appartement,1,620000€,2,1,0,0,1,18,0,,140,,,0,Excellent état
Auderghem,1160,Rez-de-chaussée,1,625000€,3,0,0,0,1,23,0,,166,,,0,Excellent état
Spa,4900,Appartement,1,630000€,3,1,0,0,1,28,0,,151,,,0,Excellent état
Gand,9000,Appartement,1,699000€,2,1,0,0,0,,0,,123,,,0,
Spa,4900,Appartement,1,725000€,3,1,0,1,1,28,0,,167,,,0,Excellent état
Gand,9000,Penthouse,1,1349000€,3,0,0,0,1,110,0,,393,,,0,Excellent état
Uccle,1180,Appartement,1,1590000€,2,0,0,1,0,,0,,220,,4,0,Fraîchement rénové
Ixelles,1050,Penthouse,1,2500000€,4,1,0,0,1,111,0,,277,,4,0,Excellent état
MARNEFFE,4210,Maison,1,37500€ + 500€ par mois,4,0,0,1,0,,0,,200,4500,4,0,Bon
Chênée,4032,Maison,1,Mise à prix : 70000€,3,0,0,0,0,,0,,99,60,2,0,À rénover
Liège,4000,Maison,1,76000€,3,1,0,0,0,,0,,100,35,2,0,À rénover
Barvaux-sur-Ourthe,6940,Chalet,1,Mise à prix : 85000€,2,0,0,0,0,,0,,73,690,4,0,Excellent état
Verviers,4800,Maison,1,99000€,4,0,0,0,0,,0,,140,50,2,0,À rénover
Pepinster,4860,Maison,1,99000€,6,1,0,0,1,55,1,200,174,515,2,0,À rénover
Jemeppe-sur-Sambre,5190,Maison,1,107000€,3,0,0,0,0,,1,130,220,248,3,0,À rénover
Charleroi,6000,Maison,1,110000€,2,0,0,0,1,33,1,35,145,122,3,0,À rafraîchir
Renaix,9600,Maison,1,110000€,2,1,0,0,1,20,0,,100,70,2,0,Bon
Seraing,4100,Maison,1,112000€,2,0,0,0,1,15,1,50,76,128,2,0,À rafraîchir
NeufchÃteau,6840,Maison,1,115000€,3,1,0,0,0,,0,,161,,3,0,Bon
Mons,7012,Maison,1,117500€,1,1,0,0,0,,0,,78,135,2,0,Fraîchement rénové
Burg-Reuland,4790,Maison,1,Mise à prix : 120000€,12,0,0,0,0,,0,,254,923,4,0,À rafraîchir
Gedinne,5575,Maison,1,125000€,2,0,0,0,1,20,0,,100,,3,0,Bon
Charleroi,6001,Maison,1,128000€,2,1,0,0,1,30,1,152,100,202,3,0,À rafraîchir
Charleroi,6061,Maison,1,129900€,2,0,0,0,0,,0,,103,133,2,0,À rafraîchir
Hollogne-aux-Pierres,4460,Villa,1,Mise à prix : 136500€,2,0,0,0,0,,0,,172,275,4,0,À rafraîchir
Charleroi,6000,Maison,1,138000€,3,0,0,0,1,20,1,50,120,120,2,0,Bon
Rocourt,4000,Maison,1,140000€,1,0,0,0,0,,1,215,70,280,2,0,Bon
Charleroi,6040,Maison,1,149000€,3,1,0,0,0,,1,89,110,135,3,0,Bon
Binche,7134,Maison,1,149000€,3,1,0,0,0,,1,100,170,223,2,0,À rafraîchir
Xhoris,4190,Villa,1,Mise à prix : 150000€,7,0,0,1,0,,0,,260,4000,4,0,À rénover
Renaix,9600,Maison,1,185000€,3,0,0,0,0,,0,,150,67,2,0,Fraîchement rénové
Audenarde,9700,Maison,1,185000€,3,1,0,0,0,,0,,143,194,3,0,À rénover
Seraing,4100,Maison,1,195000€,5,0,0,0,0,,1,200,245,330,2,0,Bon
Courtrai,8500,Maison,1,198000€,2,0,0,0,0,,0,,106,55,2,0,Bon
Mont-sur-Marchienne,6032,Maison bel-étage,1,199000€,4,1,0,0,0,,0,,245,180,2,0,Excellent état
Grace-Hollogne,4460,Maison,1,199500€,3,0,0,0,0,,1,270,90,270,3,0,Fraîchement rénové
Waremme,4300,Maison,1,205000€,3,0,0,1,1,25,0,,140,300,3,0,Bon
Dour,7370,Maison,1,210000€,3,1,0,0,0,,0,,135,230,2,0,Excellent état
Destelbergen,9070,Maison,1,210000€,2,1,0,0,0,,0,,140,172,2,0,À rénover
LIEGE,4000,Immeuble à appartements,1,215000€,4,0,0,0,1,50,0,,168,120,2,0,Bon
Ransart,6043,Villa,1,220000€,3,0,0,0,0,,0,,153,545,4,0,À rafraîchir
Harsin,6950,Maison,1,220000€,4,0,0,0,1,28,1,1800,225,1800,4,0,Bon
Wanze,4520,Villa,1,224000€,3,1,0,0,1,51,1,1300,106,1450,4,0,À rafraîchir
Visé,4600,Bungalow,1,230000€,2,0,0,0,0,,0,,145,600,4,0,À rénover
Nassogne,6950,Maison,1,230957€,3,0,0,0,1,12,0,,109,258,3,0,
